"subject","activity","settype","variable","V1"
"1724",15,"SITTING","training data","tGravityAcc-std()-X",-0.982620883728814
"1725",15,"LAYING","training data","tGravityAcc-std()-X",-0.961509742916667
"1726",15,"WALKING","training data","tGravityAcc-std()-X",-0.978397287962963
"1727",15,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.942806478333333
"1728",15,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.952562395625
"1729",16,"STANDING","training data","tGravityAcc-std()-X",-0.985359689871795
"1730",16,"SITTING","training data","tGravityAcc-std()-X",-0.980158243333333
"1731",16,"LAYING","training data","tGravityAcc-std()-X",-0.963761977857143
"1732",16,"WALKING","training data","tGravityAcc-std()-X",-0.982469595490196
"1733",16,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.957785118085106
"1734",16,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.948413552745098
"1735",17,"STANDING","training data","tGravityAcc-std()-X",-0.985751365769231
"1736",17,"SITTING","training data","tGravityAcc-std()-X",-0.99019661703125
"1737",17,"LAYING","training data","tGravityAcc-std()-X",-0.961063222394366
"1738",17,"WALKING","training data","tGravityAcc-std()-X",-0.980983351639344
"1739",17,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.950026242173913
"1740",17,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.949460372291667
"1741",19,"STANDING","training data","tGravityAcc-std()-X",-0.992411542465753
"1742",19,"SITTING","training data","tGravityAcc-std()-X",-0.969355010136986
"1743",19,"LAYING","training data","tGravityAcc-std()-X",-0.958959611084337
"1744",19,"WALKING","training data","tGravityAcc-std()-X",-0.9698614625
"1745",19,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.899726139487179
"1746",19,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.916495992
"1747",21,"STANDING","training data","tGravityAcc-std()-X",-0.982906668876405
"1748",21,"SITTING","training data","tGravityAcc-std()-X",-0.992936404470588
"1749",21,"LAYING","training data","tGravityAcc-std()-X",-0.945905270555556
"1750",21,"WALKING","training data","tGravityAcc-std()-X",-0.969576355384615
"1751",21,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.940194827777778
"1752",21,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.940911635531915
"1753",22,"STANDING","training data","tGravityAcc-std()-X",-0.992827298253968
"1754",22,"SITTING","training data","tGravityAcc-std()-X",-0.972009988709677
"1755",22,"LAYING","training data","tGravityAcc-std()-X",-0.928781249027778
"1756",22,"WALKING","training data","tGravityAcc-std()-X",-0.969643448043478
"1757",22,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.941242334722222
"1758",22,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.94063384047619
"1759",23,"STANDING","training data","tGravityAcc-std()-X",-0.984610385
"1760",23,"SITTING","training data","tGravityAcc-std()-X",-0.984536722205882
"1761",23,"LAYING","training data","tGravityAcc-std()-X",-0.947948758194444
"1762",23,"WALKING","training data","tGravityAcc-std()-X",-0.977230903898305
"1763",23,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.950790837407407
"1764",23,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.933344481568627
"1765",25,"STANDING","training data","tGravityAcc-std()-X",-0.993148267702703
"1766",25,"SITTING","training data","tGravityAcc-std()-X",-0.988879980615385
"1767",25,"LAYING","training data","tGravityAcc-std()-X",-0.829554947808219
"1768",25,"WALKING","training data","tGravityAcc-std()-X",-0.979499263243243
"1769",25,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.964470066724138
"1770",25,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.950878450307692
"1771",26,"STANDING","training data","tGravityAcc-std()-X",-0.992678782162162
"1772",26,"SITTING","training data","tGravityAcc-std()-X",-0.965082925641026
"1773",26,"LAYING","training data","tGravityAcc-std()-X",-0.944472488552632
"1774",26,"WALKING","training data","tGravityAcc-std()-X",-0.980055651016949
"1775",26,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.9627219918
"1776",26,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.962011392181818
"1777",27,"STANDING","training data","tGravityAcc-std()-X",-0.994012162875
"1778",27,"SITTING","training data","tGravityAcc-std()-X",-0.982445738
"1779",27,"LAYING","training data","tGravityAcc-std()-X",-0.971183862702703
"1780",27,"WALKING","training data","tGravityAcc-std()-X",-0.979866136842105
"1781",27,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.946975165
"1782",27,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.956433874705882
"1783",28,"STANDING","training data","tGravityAcc-std()-X",-0.990059426582279
"1784",28,"SITTING","training data","tGravityAcc-std()-X",-0.989132499583333
"1785",28,"LAYING","training data","tGravityAcc-std()-X",-0.970599089375
"1786",28,"WALKING","training data","tGravityAcc-std()-X",-0.976693902592593
"1787",28,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.956921542391304
"1788",28,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.944697800196078
"1789",29,"STANDING","training data","tGravityAcc-std()-X",-0.996764227384615
"1790",29,"SITTING","training data","tGravityAcc-std()-X",-0.984679151833333
"1791",29,"LAYING","training data","tGravityAcc-std()-X",-0.972939889855073
"1792",29,"WALKING","training data","tGravityAcc-std()-X",-0.978253538867925
"1793",29,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.9417361925
"1794",29,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.954189013061225
"1795",30,"STANDING","training data","tGravityAcc-std()-X",-0.996420919152542
"1796",30,"SITTING","training data","tGravityAcc-std()-X",-0.978364712258065
"1797",30,"LAYING","training data","tGravityAcc-std()-X",-0.979563942714286
"1798",30,"WALKING","training data","tGravityAcc-std()-X",-0.979752466923077
"1799",30,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-X",-0.958890388709677
"1800",30,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-X",-0.954033624307692
"1801",2,"STANDING","test data","tGravityAcc-std()-Y",-0.97419442037037
"1802",2,"SITTING","test data","tGravityAcc-std()-Y",-0.956750273043478
"1803",2,"LAYING","test data","tGravityAcc-std()-Y",-0.988211865208333
"1804",2,"WALKING","test data","tGravityAcc-std()-Y",-0.972116879661017
"1805",2,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.940068525531915
"1806",2,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.92376745375
"1807",4,"STANDING","test data","tGravityAcc-std()-Y",-0.917613464821429
"1808",4,"SITTING","test data","tGravityAcc-std()-Y",-0.93272710386
"1809",4,"LAYING","test data","tGravityAcc-std()-Y",-0.969816635740741
"1810",4,"WALKING","test data","tGravityAcc-std()-Y",-0.967963221
"1811",4,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.932066041111111
"1812",4,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.923376019038462
"1813",9,"STANDING","test data","tGravityAcc-std()-Y",-0.972573867555556
"1814",9,"SITTING","test data","tGravityAcc-std()-Y",-0.94645197
"1815",9,"LAYING","test data","tGravityAcc-std()-Y",-0.9699944882
"1816",9,"WALKING","test data","tGravityAcc-std()-Y",-0.971242423076923
"1817",9,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.936306558809524
"1818",9,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.901317321632653
"1819",10,"STANDING","test data","tGravityAcc-std()-Y",-0.975410724090909
"1820",10,"SITTING","test data","tGravityAcc-std()-Y",-0.935690006481481
"1821",10,"LAYING","test data","tGravityAcc-std()-Y",-0.966701156034483
"1822",10,"WALKING","test data","tGravityAcc-std()-Y",-0.971114719811321
"1823",10,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.937003823684211
"1824",10,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.937039417446809
"1825",12,"STANDING","test data","tGravityAcc-std()-Y",-0.970482614590164
"1826",12,"SITTING","test data","tGravityAcc-std()-Y",-0.963641979215686
"1827",12,"LAYING","test data","tGravityAcc-std()-Y",-0.974396492666667
"1828",12,"WALKING","test data","tGravityAcc-std()-Y",-0.9646191738
"1829",12,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.94329842826087
"1830",12,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.941378352307692
"1831",13,"STANDING","test data","tGravityAcc-std()-Y",-0.974681225789474
"1832",13,"SITTING","test data","tGravityAcc-std()-Y",-0.951353064693878
"1833",13,"LAYING","test data","tGravityAcc-std()-Y",-0.975948136290323
"1834",13,"WALKING","test data","tGravityAcc-std()-Y",-0.960899845614035
"1835",13,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.92854437106383
"1836",13,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.922054968727273
"1837",18,"STANDING","test data","tGravityAcc-std()-Y",-0.981335941917808
"1838",18,"SITTING","test data","tGravityAcc-std()-Y",-0.984035479473684
"1839",18,"LAYING","test data","tGravityAcc-std()-Y",-0.994093522615385
"1840",18,"WALKING","test data","tGravityAcc-std()-Y",-0.975311658928571
"1841",18,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.932962218181818
"1842",18,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.942056881206897
"1843",20,"STANDING","test data","tGravityAcc-std()-Y",-0.957462721369863
"1844",20,"SITTING","test data","tGravityAcc-std()-Y",-0.966983534242424
"1845",20,"LAYING","test data","tGravityAcc-std()-Y",-0.976018476911765
"1846",20,"WALKING","test data","tGravityAcc-std()-Y",-0.962003383529412
"1847",20,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.908577153777778
"1848",20,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.92459435372549
"1849",24,"STANDING","test data","tGravityAcc-std()-Y",-0.968155388695652
"1850",24,"SITTING","test data","tGravityAcc-std()-Y",-0.971692544705882
"1851",24,"LAYING","test data","tGravityAcc-std()-Y",-0.993454358055556
"1852",24,"WALKING","test data","tGravityAcc-std()-Y",-0.962578844310345
"1853",24,"WALKING_DOWNSTAIRS","test data","tGravityAcc-std()-Y",-0.941478979454546
"1854",24,"WALKING_UPSTAIRS","test data","tGravityAcc-std()-Y",-0.916690779830509
"1855",1,"STANDING","training data","tGravityAcc-std()-Y",-0.981225957924528
"1856",1,"SITTING","training data","tGravityAcc-std()-Y",-0.935517055957447
"1857",1,"LAYING","training data","tGravityAcc-std()-Y",-0.90772000676
"1858",1,"WALKING","training data","tGravityAcc-std()-Y",-0.971305961473684
"1859",1,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.937018658979592
"1860",1,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.952849233207547
"1861",3,"STANDING","training data","tGravityAcc-std()-Y",-0.957425321803279
"1862",3,"SITTING","training data","tGravityAcc-std()-Y",-0.903923008269231
"1863",3,"LAYING","training data","tGravityAcc-std()-Y",-0.981202749677419
"1864",3,"WALKING","training data","tGravityAcc-std()-Y",-0.962355639482759
"1865",3,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.946094637755102
"1866",3,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.909825953898305
"1867",5,"STANDING","training data","tGravityAcc-std()-Y",-0.931973943392857
"1868",5,"SITTING","training data","tGravityAcc-std()-Y",-0.939942979795454
"1869",5,"LAYING","training data","tGravityAcc-std()-Y",-0.985964053846154
"1870",5,"WALKING","training data","tGravityAcc-std()-Y",-0.961585474821429
"1871",5,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.912363420851064
"1872",5,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.900511719787234
"1873",6,"STANDING","training data","tGravityAcc-std()-Y",-0.96844910122807
"1874",6,"SITTING","training data","tGravityAcc-std()-Y",-0.960875994727273
"1875",6,"LAYING","training data","tGravityAcc-std()-Y",-0.959161956491228
"1876",6,"WALKING","training data","tGravityAcc-std()-Y",-0.964248568070175
"1877",6,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.93357760125
"1878",6,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.912900683137255
"1879",7,"STANDING","training data","tGravityAcc-std()-Y",-0.966162998679245
"1880",7,"SITTING","training data","tGravityAcc-std()-Y",-0.945436264583333
"1881",7,"LAYING","training data","tGravityAcc-std()-Y",-0.955543549230769
"1882",7,"WALKING","training data","tGravityAcc-std()-Y",-0.969404155087719
"1883",7,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.952678693617021
"1884",7,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.939774255490196
"1885",8,"STANDING","training data","tGravityAcc-std()-Y",-0.958904114074074
"1886",8,"SITTING","training data","tGravityAcc-std()-Y",-0.937462301369565
"1887",8,"LAYING","training data","tGravityAcc-std()-Y",-0.957990036481482
"1888",8,"WALKING","training data","tGravityAcc-std()-Y",-0.956781505625
"1889",8,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.941580934473684
"1890",8,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.931032068536585
"1891",11,"STANDING","training data","tGravityAcc-std()-Y",-0.981047828723404
"1892",11,"SITTING","training data","tGravityAcc-std()-Y",-0.949792572075472
"1893",11,"LAYING","training data","tGravityAcc-std()-Y",-0.990765579649123
"1894",11,"WALKING","training data","tGravityAcc-std()-Y",-0.966240553559322
"1895",11,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.926310469565217
"1896",11,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.924360832962963
"1897",14,"STANDING","training data","tGravityAcc-std()-Y",-0.965781048333333
"1898",14,"SITTING","training data","tGravityAcc-std()-Y",-0.95032266362963
"1899",14,"LAYING","training data","tGravityAcc-std()-Y",-0.94877486372549
"1900",14,"WALKING","training data","tGravityAcc-std()-Y",-0.954455935762712
"1901",14,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.920725940666667
"1902",14,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.907231431296296
"1903",15,"STANDING","training data","tGravityAcc-std()-Y",-0.965687978301887
"1904",15,"SITTING","training data","tGravityAcc-std()-Y",-0.943561411694915
"1905",15,"LAYING","training data","tGravityAcc-std()-Y",-0.986036192361111
"1906",15,"WALKING","training data","tGravityAcc-std()-Y",-0.971056501481481
"1907",15,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.925685893571429
"1908",15,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.927648821458333
"1909",16,"STANDING","training data","tGravityAcc-std()-Y",-0.980552435769231
"1910",16,"SITTING","training data","tGravityAcc-std()-Y",-0.968023206956522
"1911",16,"LAYING","training data","tGravityAcc-std()-Y",-0.966087103857143
"1912",16,"WALKING","training data","tGravityAcc-std()-Y",-0.973784841960784
"1913",16,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.955487793617021
"1914",16,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.933657461176471
"1915",17,"STANDING","training data","tGravityAcc-std()-Y",-0.975810476025641
"1916",17,"SITTING","training data","tGravityAcc-std()-Y",-0.9667201059375
"1917",17,"LAYING","training data","tGravityAcc-std()-Y",-0.961466681267606
"1918",17,"WALKING","training data","tGravityAcc-std()-Y",-0.968613202622951
"1919",17,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.946576675652174
"1920",17,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.91597346625
"1921",19,"STANDING","training data","tGravityAcc-std()-Y",-0.971426607808219
"1922",19,"SITTING","training data","tGravityAcc-std()-Y",-0.96996981369863
"1923",19,"LAYING","training data","tGravityAcc-std()-Y",-0.986993149638554
"1924",19,"WALKING","training data","tGravityAcc-std()-Y",-0.958651200384615
"1925",19,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.917880864102564
"1926",19,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.9010448505
"1927",21,"STANDING","training data","tGravityAcc-std()-Y",-0.977681415955056
"1928",21,"SITTING","training data","tGravityAcc-std()-Y",-0.979355363176471
"1929",21,"LAYING","training data","tGravityAcc-std()-Y",-0.983732936111111
"1930",21,"WALKING","training data","tGravityAcc-std()-Y",-0.964144520576923
"1931",21,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.940111830666667
"1932",21,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.941523624255319
"1933",22,"STANDING","training data","tGravityAcc-std()-Y",-0.971080742857143
"1934",22,"SITTING","training data","tGravityAcc-std()-Y",-0.954225015274194
"1935",22,"LAYING","training data","tGravityAcc-std()-Y",-0.958826938556944
"1936",22,"WALKING","training data","tGravityAcc-std()-Y",-0.963639340217391
"1937",22,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.945824352777778
"1938",22,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.941620221904762
"1939",23,"STANDING","training data","tGravityAcc-std()-Y",-0.984818648823529
"1940",23,"SITTING","training data","tGravityAcc-std()-Y",-0.960917426323529
"1941",23,"LAYING","training data","tGravityAcc-std()-Y",-0.982794562916667
"1942",23,"WALKING","training data","tGravityAcc-std()-Y",-0.966550706949153
"1943",23,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.93901254962963
"1944",23,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.910474557058824
"1945",25,"STANDING","training data","tGravityAcc-std()-Y",-0.980642970675676
"1946",25,"SITTING","training data","tGravityAcc-std()-Y",-0.963415016923077
"1947",25,"LAYING","training data","tGravityAcc-std()-Y",-0.643578361424658
"1948",25,"WALKING","training data","tGravityAcc-std()-Y",-0.965093441081081
"1949",25,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.937816011034483
"1950",25,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.931758272769231
"1951",26,"STANDING","training data","tGravityAcc-std()-Y",-0.966986433783784
"1952",26,"SITTING","training data","tGravityAcc-std()-Y",-0.949286700807692
"1953",26,"LAYING","training data","tGravityAcc-std()-Y",-0.987887995263158
"1954",26,"WALKING","training data","tGravityAcc-std()-Y",-0.969040314237288
"1955",26,"WALKING_DOWNSTAIRS","training data","tGravityAcc-std()-Y",-0.9354258554
"1956",26,"WALKING_UPSTAIRS","training data","tGravityAcc-std()-Y",-0.937858157818182
"1957",27,"STANDING","training data","tGravityAcc-std()-Y",-0.97964105225
"1958",27,"SITTING","training data","tGravityAcc-std()-Y",-0.982553336571429
